id;SiteName;regione;Longitude;Latitude;Elevation;regione2
abruzzo_1112;Catignano;abruzzo;13.94527778;42.34611111;323;Abruzzo
abruzzo_1940;Lanciano;abruzzo;14.38444444;42.22583333;273;Abruzzo
abruzzo_1966;Casoli Diga;abruzzo;14.25805556;42.09555556;302;Abruzzo
abruzzo_2073;Ponte Vomano;abruzzo;13.76861111;42.60888889;136;Abruzzo
abruzzo_2137;Giulianova;abruzzo;13.95277778;42.74805556;55;Abruzzo
abruzzo_2159;L'aquila;abruzzo;13.42861111;42.33416667;618;Abruzzo
abruzzo_2177;Aterno Sagittario A Allogg.idr;abruzzo;13.82972222;42.15638889;248;Abruzzo
basilicata_136;Ferrandina;basilicata;16.4518417679;40.4979110602;492;Basilicata
basilicata_39;Tramutola;basilicata;15.7867;40.2986;875;Basilicata
basilicata_42;Matera;basilicata;16.6017;40.6694;389;Basilicata
basilicata_44;Irsina;basilicata;16.2461;40.7417;453;Basilicata
calabria_10;Montalto Uffugo;calabria;16.13055556;39.40111111;436;Calabria
calabria_7;San Pietro In Guarano;calabria;16.31361111;39.34555556;766;Calabria
calabria_95;Cerenzia;calabria;16.78333333;39.2425;596;Calabria
campania_23;Castelluccio;campania;15.33777778;40.58166667;283.8472900390625;Campania
campania_43;Montella;campania;15.05027778;40.84777778;499.6351928710938;Campania
friuliveneziagiulia_20;Fossalon;friuliveneziagiulia;13.458865;45.714768;0;Friuli Venezia Giulia
lazio_274;Montefiascone;lazio;12.0228;42.53;516;Lazio
lazio_282;Posticciola;lazio;12.9419;42.2336;626;Lazio
lazio_329;Barbarano;lazio;12.0444;42.2542;313;Lazio
lazio_380;Licenza;lazio;12.8997;42.075;553;Lazio
lazio_382;Morlupo;lazio;12.5067;42.1436;223;Lazio
lazio_383;Palestrina;lazio;12.8814;41.8381;428;Lazio
lazio_453;Bolsena;lazio;11.9722;42.6533;352;Lazio
liguria_5924;S. Margherita Vara;liguria;9.661111;44.275833;200;Liguria
marche_108;Pergola;marche;12.844062;43.568672;242;Marche
marche_110;Jesi;marche;13.229972;43.531944;100;Marche
marche_112;Villa Fastiggi;marche;12.86939;43.89061;22;Marche
marche_701;Ancona Torrette;marche;13.449807;43.610954;5;Marche
puglia_109;Pietramontecorvino;puglia;15.11722;41.53389;464;Puglia
puglia_123;Sannicandro_garganico;puglia;15.58417;41.83361;228;Puglia
puglia_135;Spinazzola;puglia;16.08417;40.95056;458;Puglia
puglia_143;Troia;puglia;15.30056;41.35056;436;Puglia
puglia_3;Altamura;puglia;16.55278;40.82389;458;Puglia
puglia_32;Castel_del_monte;puglia;16.31694;41.06722;470;Puglia
puglia_33;Castellana_grotte;puglia;17.20056;40.8675;300;Puglia
puglia_44;Crispiano;puglia;17.23472;40.58444;264;Puglia
puglia_59;Gioia_del_colle;puglia;16.91694;40.8;377;Puglia
puglia_71;Locorotondo;puglia;17.33333;40.75;397;Puglia
puglia_8;Ascoli_satriano;puglia;15.55056;41.20083;435;Puglia
puglia_89;Minervino_murge;puglia;16.08333;41.06694;502;Puglia
puglia_94;Monticchio_bagni;puglia;15.6;40.93333;713;Puglia
sicilia_11835;Diga Platani (Fanaco);sicilia;13.552996;37.670208;667;Sicilia
sicilia_11867;Ragusa;sicilia;14.723773;36.922496;532;Sicilia
toscana_15;Cortona;toscana;11.996447999999999;43.268995;485;Toscana
toscana_232;Lucca;toscana;10.5127;43.842185;17;Toscana
toscana_349;Pontremoli Depuratore;toscana;9.883168;44.369246;290;Toscana
toscana_464;Lucca (Orto Botanico);toscana;10.510888;43.841806;17;Toscana
toscana_55;Prato Universita';toscana;11.099213;43.885556;64;Toscana
toscana_57;S. Giusto;toscana;11.193765;43.759952;39;Toscana
toscana_58;Case Passerini;toscana;11.17746;43.814406;35;Toscana
toscana_72;S. Miniato (Cimitero);toscana;10.831479;43.684031;42;Toscana
toscana_76;Castelmartini;toscana;10.829129;43.817839;22;Toscana
toscana_78;Volterra;toscana;10.862233;43.408995;372;Toscana
umbria_1482;Perugia_sede;umbria;12.376;43.106;352;Umbria
umbria_1520;Foligno;umbria;12.679;42.953;222;Umbria
umbria_1522;Piediluco;umbria;12.767;42.534;389;Umbria
umbria_1652;Narni_scalo;umbria;12.545;42.552;108;Umbria
umbria_1653;Cerbara;umbria;12.218;43.509;318;Umbria
umbria_2001;Umbertide;umbria;12.35;43.313;322;Umbria
umbria_2002;Spoleto;umbria;12.739;42.756;323;Umbria
umbria_2005;Orvieto;umbria;12.11;42.719;264;Umbria
umbria_252;Ponte_santa_maria;umbria;12.021;42.896;241;Umbria
umbria_265;Citta_di_castello;umbria;12.251;43.462;306;Umbria
umbria_266;Petrelle;umbria;12.16;43.35;400;Umbria
umbria_268;Todi;umbria;12.41;42.787;211;Umbria
umbria_269;Compignano;umbria;12.283;42.948;211;Umbria
umbria_270;Bastia_umbra;umbria;12.561;43.054;204;Umbria
umbria_3537;San_gemini;umbria;12.54;42.609;255;Umbria
umbria_3539;Perugia_santa_giuliana;umbria;12.387;43.105;412;Umbria
umbria_3549;Terni;umbria;12.65;42.56;129;Umbria
umbria_453;Ponte_nuovo;umbria;12.429;43.01;176;Umbria
umbria_738;Petrignano_del_lago_-_Sp_302;umbria;11.953;43.161;301;Umbria
umbria_742;Isola_polvese_1;umbria;12.143;43.115;263;Umbria
umbria_748;Passignano;umbria;12.142;43.187;308;Umbria
umbria_773;Petrignano_d'assisi;umbria;12.537;43.103;212;Umbria
umbria_796;Bastardo;umbria;12.558;42.865;321;Umbria
umbria_799;San_silvestro;umbria;12.674;42.756;369;Umbria
umbria_804;Ponte_buggianino;umbria;12.926;42.843;535;Umbria
umbria_807;Marsciano;umbria;12.337;42.916;168;Umbria
umbria_813;Orvieto_scalo;umbria;12.136;42.725;127;Umbria
abruzzo_1707;Pescocostanzo;abruzzo;14.05888889;41.88805556;1371;Abruzzo
abruzzo_2213;Goriano Sicoli;abruzzo;13.79888889;42.08222222;904;Abruzzo
bolzano_102;S.maddalena In Casies;bolzano;12.24271916;46.83526049;1456;Bolzano
bolzano_110;Predoi;bolzano;12.09912721;47.03658867;1515;Bolzano
bolzano_135;La Villa In Badia Osservatore;bolzano;11.90707588;46.5836304;1398;Bolzano
bolzano_149;Terento;bolzano;11.78557637;46.83445756;1437;Bolzano
bolzano_150;Fundres;bolzano;11.7029428;46.88718005;1151;Bolzano
bolzano_166;Selva Gardena;bolzano;11.76842971;46.54555526;1713;Bolzano
bolzano_197;Sarentino;bolzano;11.3550613;46.64063165;976;Bolzano
bolzano_206;Nova Ponente;bolzano;11.42685821;46.42048615;1416;Bolzano
bolzano_223;Sesto;bolzano;12.34996391;46.70305366;1490;Bolzano
bolzano_28;Vernago;bolzano;10.84927965;46.73565796;1823;Bolzano
bolzano_39;Plata;bolzano;11.17808117;46.82249293;1118;Bolzano
bolzano_5;Monte Maria;bolzano;10.5212676;46.70568911;1256;Bolzano
bolzano_58;Diga Di Zoccolo-S.valburga;bolzano;10.99013577;46.54187189;1282;Bolzano
bolzano_83;Ridanna;bolzano;11.30677415;46.90908292;1337;Bolzano
bolzano_94;Dobbiaco;bolzano;12.21915906;46.72997843;1219;Bolzano
calabria_14;Camigliatello - Monte Curcio;calabria;16.42305556;39.31611111;1711;Calabria
friuliveneziagiulia_47;Tarvisio;friuliveneziagiulia;13.551886;46.510775;794;Friuli Venezia Giulia
lazio_388;Monte Terminillo;lazio;12.9928;42.4556;1594;Lazio
liguria_5849;Colle Belenda;liguria;7.7;43.98;1357;Liguria
piemonte_5607;Chiusa Pesio;piemonte;7.661;44.234;924;Piemonte
piemonte_5608;Pontechianale;piemonte;7.054;44.613;1650;Piemonte
piemonte_5620;Salbertrand;piemonte;6.895;45.072;1150;Piemonte
piemonte_5629;Coazze;piemonte;7.245;45.043;1110;Piemonte
piemonte_5632;Ala Di Stura;piemonte;7.311;45.313;1063;Piemonte
piemonte_5639;Piedicavallo;piemonte;7.957;45.69;1108;Piemonte
piemonte_5640;Oropa;piemonte;7.982;45.628;1222;Piemonte
piemonte_5644;Alpe Cheggio;piemonte;8.117;46.086;1661;Piemonte
piemonte_5651;Alpe Devero;piemonte;8.261;46.317;1700;Piemonte
toscana_10;La Verna;toscana;11.931335;43.706911;1053;Toscana
toscana_25;Vallombrosa;toscana;11.556821;43.731367;1050;Toscana
toscana_39;Consuma;toscana;11.585201;43.784466;908;Toscana
trentino_6511;Pontarso;trentino;11.494414;46.115589;925;Trentino
trentino_6516;Passo Cereda;trentino;11.906843;46.194016;1375;Trentino
trentino_6521;Lavarone;trentino;11.254037;45.939893;1155;Trentino
trentino_6533;Passo Mendola;trentino;11.189417;46.419238;1320;Trentino
trentino_6541;Pezze' Di Moena (Diga);trentino;11.664561;46.383662;1205;Trentino
trentino_6591;Torrente Arno';trentino;10.640512;46.032072;1148;Trentino
trentino_6636;Tremalzo;trentino;10.683719;45.84185;1520;Trentino
trentino_6638;Passo Tonale T0360;trentino;10.635572;46.261915;1880;Trentino
trentino_6639;Pejo Frana;trentino;10.678177;46.364472;1580;Trentino
trentino_6644;Malga Bissina;trentino;10.514022;46.053933;1750;Trentino
umbria_1683;Monte_cucco;umbria;12.729;43.375;1155;Umbria
valledaosta_111;La Thuile - Les Granges;valledaosta;6.96684;45.7297;1637;Valle D'aosta
valledaosta_113;Etroubles - Chevrière;valledaosta;7.23278;45.8167;1339;Valle D'aosta
valledaosta_31;Issime - Capoluogo;valledaosta;7.85621;45.6873;960;Valle D'aosta
valledaosta_57;Valgrisenche - Menthieu;valledaosta;7.0525;45.6137;1859;Valle D'aosta
veneto_5675;Arabba;veneto;11.87637;46.49926;1653;Veneto
veneto_5699;Recoaro 1000;veneto;11.22594;45.67982;913;Veneto
abruzzo_1975;Montazzoli;abruzzo;14.42805556;41.94222222;792;Abruzzo
abruzzo_1982;Vasto;abruzzo;14.69833333;42.09972222;187;Abruzzo
abruzzo_2168;Aterno A Fagnano;abruzzo;13.56722222;42.24805556;620;Abruzzo
abruzzo_2176;Assergi;abruzzo;13.51805556;42.41972222;1038;Abruzzo
abruzzo_2256;Santo Stefano;abruzzo;13.60277778;42.6475;734;Abruzzo
abruzzo_2274;Barisciano;abruzzo;13.57388889;42.32361111;932;Abruzzo
abruzzo_606;Chieti;abruzzo;14.18305556;42.37694444;244;Abruzzo
basilicata_41;Noepoli;basilicata;16.3306;40.0894;575;Basilicata
basilicata_48;Potenza;basilicata;15.8108;40.6328;669;Basilicata
basilicata_6;Albano Di Lucania;basilicata;16.0378;40.5894;794;Basilicata
bolzano_203;Bolzano;bolzano;11.31283145;46.49768516;246;Bolzano
bolzano_49;Merano - Quarazze;bolzano;11.13656021;46.68805798;369;Bolzano
calabria_157;Palermiti;calabria;16.45286111;38.74919444;525;Calabria
calabria_160;Chiaravalle Centrale;calabria;16.40888889;38.67138889;551;Calabria
calabria_17;Acri;calabria;16.3935;39.48252778;746;Calabria
calabria_327;Nicastro - Bella;calabria;16.29944444;38.98555556;597;Calabria
calabria_338;Rogliano;calabria;16.32583333;39.18361111;665;Calabria
campania_84;Senerchia;campania;15.20555556;40.73861111;613.12469482421875;Campania
emiliaromagna_12702;Bologna Urbana;emiliaromagna;11.328789;44.500754;44;Emilia Romagna
emiliaromagna_14246;Ferrara Urbana;emiliaromagna;11.62114;44.8325;9;Emilia Romagna
emiliaromagna_14354;Parma Urbana;emiliaromagna;10.33049;44.808;49;Emilia Romagna
emiliaromagna_9163;Forliurb;emiliaromagna;12.04086;44.21942;32;Emilia Romagna
emiliaromagna_9224;Modenaurb;emiliaromagna;10.91571;44.65191;35;Emilia Romagna
emiliaromagna_9320;Reggioemiliaurb;emiliaromagna;10.63239;44.69007;59;Emilia Romagna
friuliveneziagiulia_14;Cividale Del Friuli;friuliveneziagiulia;13.420014;46.080442;127;Friuli Venezia Giulia
friuliveneziagiulia_21;Gemona Del Friuli;friuliveneziagiulia;13.122088;46.261297;184;Friuli Venezia Giulia
friuliveneziagiulia_27;Lignano Sabbiadoro;friuliveneziagiulia;13.147078;45.701909;7;Friuli Venezia Giulia
friuliveneziagiulia_39;Pordenone;friuliveneziagiulia;12.681257;45.953618;23;Friuli Venezia Giulia
friuliveneziagiulia_5;Bordano;friuliveneziagiulia;13.081196;46.332764;230;Friuli Venezia Giulia
friuliveneziagiulia_51;Trieste Molo F.lli Bandiera;friuliveneziagiulia;13.752242;45.649996;1;Friuli Venezia Giulia
friuliveneziagiulia_52;Udine S.o.;friuliveneziagiulia;13.226672;46.035212;91;Friuli Venezia Giulia
friuliveneziagiulia_6;Borgo Grotta Gigante;friuliveneziagiulia;13.764681;45.709385;275;Friuli Venezia Giulia
lazio_275;Allumiere;lazio;11.9086;42.1578;568;Lazio
liguria_6933;Borzone;liguria;9.41;44.4243;370;Liguria
lombardia_5963;Sondrio;lombardia;9.848611;46.165556;301;Lombardia
lombardia_5981;Milano - Parco Nord;lombardia;9.207222;45.543333;150;Lombardia
lombardia_5999;Sermide;lombardia;11.290278;45.00722;12;Lombardia
lombardia_6013;Monzambano;lombardia;10.711111;45.390278;93;Lombardia
lombardia_6032;Voghera;lombardia;9.0175;44.990278000000004;99;Lombardia
marche_101;Sant'angelo In Vado;marche;12.410222;43.666889;352;Marche
marche_152;Fano;marche;13.053796;43.826328;7;Marche
marche_605;Fabriano;marche;12.904034;43.330273;354;Marche
piemonte_5598;Isola S. Antonio;piemonte;8.855;45.022;76;Piemonte
piemonte_5600;Alessandria Lobbi;piemonte;8.705;44.938;88;Piemonte
piemonte_5602;Casale Monferrato;piemonte;8.505;45.133;105;Piemonte
piemonte_5603;Asti Tanaro;piemonte;8.213;44.886;116;Piemonte
piemonte_5609;Mondovi';piemonte;7.812;44.397;414;Piemonte
piemonte_5612;Bra;piemonte;7.853;44.702;327;Piemonte
piemonte_5616;Borgomanero;piemonte;8.461;45.689;299;Piemonte
piemonte_5628;Cumiana;piemonte;7.392;44.965;305;Piemonte
piemonte_5634;Vercelli;piemonte;8.391;45.326;132;Piemonte
piemonte_5647;Pallanza;piemonte;8.55;45.925;214;Piemonte
piemonte_5649;Domodossola;piemonte;8.303;46.104;255;Piemonte
puglia_121;San_giovanni_rotondo;puglia;15.75028;41.70111;572;Puglia
puglia_15;Biccari;puglia;15.18389;41.40056;590;Puglia
puglia_86;Melfi;puglia;15.61694;40.98389;569;Puglia
sicilia_11827;Piano Del Leone;sicilia;13.465549;37.670792;876;Sicilia
sicilia_11850;Enna;sicilia;14.272487;37.56782;804;Sicilia
sicilia_11885;San Fratello;sicilia;14.598359;38.016142;654;Sicilia
toscana_23;Pian Di Sco';toscana;11.55515;43.649965;470;Toscana
toscana_30;Le Croci (Barberino);toscana;11.271917;44.009686;387;Toscana
toscana_37;Villore;toscana;11.546251;43.966733;513;Toscana
trentino_6561;Trento (Roncafort);trentino;11.101279;46.095667;194;Trentino
trentino_6569;Aldeno;trentino;11.091715;45.967849;182;Trentino
trentino_6570;Rovereto;trentino;11.043954;45.896097;203;Trentino
trentino_6574;Loppio;trentino;10.931337;45.855358;230;Trentino
trentino_6598;Santa Massenza (Centrale);trentino;10.980894;46.065821;245;Trentino
trentino_6601;Torbole;trentino;10.882485;45.881852;70;Trentino
umbria_2011;Norcia;umbria;13.105;42.799;678;Umbria
umbria_264;Montelovesco;umbria;12.418;43.308;590;Umbria
umbria_267;Nocera_umbra;umbria;12.791;43.119;517;Umbria
umbria_301;Gubbio;umbria;12.563;43.341;449;Umbria
valledaosta_109;Aosta - Piazza Plouves;valledaosta;7.32372;45.7369;580;Valle D'aosta
veneto_5717;Montagnana;veneto;11.46828;45.24286;15;Veneto
veneto_5718;Salizzole;veneto;11.08626;45.23885;22;Veneto
veneto_5719;Cittadella;veneto;11.79122;45.66574;57;Veneto
veneto_5731;Trebaseleghe;veneto;12.02654;45.6068;23;Veneto
abruzzo_1999;Campotosto;abruzzo;13.40638889;42.53611111;1392;Abruzzo
abruzzo_2094;Arsita;abruzzo;13.79805556;42.5;510;Abruzzo
abruzzo_2135;Montereale;abruzzo;13.24138889;42.52611111;825;Abruzzo
abruzzo_2142;Tornimparte;abruzzo;13.30166667;42.28861111;880;Abruzzo
abruzzo_2263;Villa S.lucia;abruzzo;13.77944444;42.33361111;1119;Abruzzo
abruzzo_2280;Caramanico Meteo;abruzzo;14.01916667;42.15083333;785;Abruzzo
basilicata_195;San_nicola_d__avigliano;basilicata;15.802501;40.733056;859;Basilicata
bolzano_129;Brunico;bolzano;11.93148052;46.8042795;824;Bolzano
bolzano_176;Fi� Allo Sciliar;bolzano;11.50595194;46.51340578;804;Bolzano
bolzano_18;Silandro;bolzano;10.78026981;46.62375473;684;Bolzano
bolzano_30;Naturno;bolzano;10.99117805;46.64766321;561;Bolzano
calabria_156;Cenadi - Serralta;calabria;16.36833333;38.74916667;949;Calabria
calabria_164;Serra San Bruno;calabria;16.31972222;38.56527778;926;Calabria
calabria_184;Mongiana;calabria;16.31672222;38.51630556;885;Calabria
calabria_186;Fabrizia;calabria;16.30027778;38.486;880;Calabria
calabria_194;Fabrizia - Cassari;calabria;16.29333333;38.44222222;999;Calabria
calabria_220;Roccaforte Del Greco;calabria;15.90083333;38.04527778;719;Calabria
calabria_239;Cardeto;calabria;15.79955556;38.10336111;1230;Calabria
calabria_286;Mammola - Limina C.c.;calabria;16.18916667;38.37133333;674;Calabria
calabria_317;Tiriolo;calabria;16.50994444;38.93955556;523;Calabria
calabria_376;Albidona;calabria;16.46833333;39.92472222;675;Calabria
calabria_85;Nocelle - Arvo;calabria;16.545;39.24333333;1307;Calabria
campania_46;Montemarano;campania;15.00361111;40.91416667;815.46923828125;Campania
campania_92;Torriello;campania;14.62583333;40.8475;839.5303344726564;Campania
friuliveneziagiulia_13;Chievolis;friuliveneziagiulia;12.734044;46.254523;345;Friuli Venezia Giulia
friuliveneziagiulia_2;Barcis;friuliveneziagiulia;12.571028;46.193202;468;Friuli Venezia Giulia
lazio_281;Leonessa;lazio;12.9536;42.5786;929;Lazio
liguria_5813;Busalla;liguria;8.948889;44.57277;358;Liguria
liguria_5816;Diga Del Brugneto;liguria;9.208333;44.53055;777;Liguria
liguria_5817;Torriglia;liguria;9.1555;44.5158;769;Liguria
liguria_5818;S. Stefano D'aveto;liguria;9.451944;44.54958;1014;Liguria
liguria_5868;Giacopiane;liguria;9.39525;44.46268;1009;Liguria
liguria_5888;Mignanego;liguria;8.940611;44.540806;250;Liguria
liguria_5937;Statale;liguria;9.483389;44.348694;570;Liguria
lombardia_5962;Varzi;lombardia;9.195;44.823889;419;Lombardia
lombardia_5970;Cornalita;lombardia;9.646944;45.882222;481;Lombardia
marche_104;Urbino;marche;12.636861;43.723278;471;Marche
marche_109;Fonte Avellana;marche;12.726417;43.471085;690;Marche
marche_123;Arcevia;marche;12.936685;43.497452;535;Marche
marche_608;Cingoli;marche;13.19233;43.36224;790;Marche
marche_616;Apiro;marche;13.07954;43.36842;580;Marche
marche_703;Amatrice;marche;13.296259;42.625565;954;Marche
piemonte_5599;Ovada;piemonte;8.637;44.648;193;Piemonte
piemonte_5611;Brossasco;piemonte;7.374;44.569;675;Piemonte
piemonte_5613;Boves;piemonte;7.563;44.336;573;Piemonte
piemonte_5617;Pietrastretta;piemonte;7.055;45.143;732;Piemonte
piemonte_5621;Luserna S. Giovanni;piemonte;7.242;44.814;468;Piemonte
piemonte_5627;Lanzo;piemonte;7.494;45.29;565;Piemonte
piemonte_5642;Cicogna;piemonte;8.493;46.004;597;Piemonte
piemonte_5646;Crodo;piemonte;8.325;46.228;571;Piemonte
puglia_100;Nusco;puglia;15.08333;40.88333;863;Puglia
puglia_108;Pescopagano;puglia;15.36806;40.81778;920;Puglia
puglia_20;Bosco_umbra;puglia;16.03389;41.81667;780;Puglia
puglia_4;Andretta;puglia;15.3175;40.91722;890;Puglia
puglia_49;Faeto;puglia;15.18389;41.30083;809;Puglia
puglia_54;Forenza;puglia;15.85028;40.83472;753;Puglia
puglia_64;Lagopesole;puglia;15.73333;40.8;769;Puglia
puglia_90;Monteleone_di_puglia;puglia;15.25028;41.15056;828;Puglia
sicilia_11891;Floresta;sicilia;14.908035;37.986395;1266;Sicilia
